,reviews,date,word_count,verified,corpus,sentiment,sentiment_type
253,"I will never fly with Kenya Airways again! Or a heads up for anyone who is daft enough to fly Kenya Airways. They call themselves the Pride of Africa! I would like to challenge that and say they are the hustlers of Africa. They have left me stranded in Kenya with half my family on the flight and put a suspension on the last leg of my flight due to me missing one leg of my domestic internal flights. Even though I have fairly paid for all my seats on all the connecting flights. Speaking of the unhelpful customer services. I spent 30 mins on the phone, only to be placed on hold and eventually cut off with the issue unresolved. I then decided to go to the main office in Nairobi in hopes that something could be appeased only to find out that my only option is to book a new flight. My primary advice would be, never to fly with Kenya Airways, they have such nonsensical and unfair policies. If you are forced to fly Kenya Airways remember to take all your connecting flights and if you miss it for any unfortunate circumstance notify the airlines.",2018-02-10,202,True,trip verified i will never fly with kenya airways again or a heads up for anyone who is daft enough to fly kenya airways they call themselves the pride of africa i would like to challenge that and say they are the hustlers of africa they have left me stranded in kenya with half my family on the flight and put a suspension on the last leg of my flight due to me missing one leg of my domestic internal flights even though i have fairly paid for all my seats on all the connecting flights speaking of the unhelpful customer services i spent mins on the phone only to be placed on hold and eventually cut off with the issue unresolved i then decided to go to the main office in nairobi in hopes that something could be appeased only to find out that my only option is to book a new flight my primary advice would be never to fly with kenya airways they have such nonsensical and unfair policies if you are forced to fly kenya airways remember to take all your connecting flights and if you miss it for any unfortunate circumstance notify the airlines,-0.6892,negative
254,"Mombasa to Guangzhou via Nairobi. The Boeing 787 is a  must try service on long range routes and they have great inflight service. I only got confused at the number of times cabin crew changed but still great, good food, great sleeper seat. I would fly again.  Only let down ground crew especially in Guangzhou and Mombasa, difficult people.",2018-01-19,63,True,trip verified mombasa to guangzhou via nairobi the boeing is a must try service on long range routes and they have great inflight service i only got confused at the number of times cabin crew changed but still great good food great sleeper seat i would fly again only let down ground crew especially in guangzhou and mombasa difficult people,0.9428,positive
255,"We arrived in Dubai and searched for our baggage for 2 hours, got sent from pillar to post until we were eventually sent to the baggage claims dept, only to be told there wasn’t enough time to put our baggage, 4 suitcases, on the plane in Nairobi, so it was left behind, but it would arrive the following day at 1.30 am, 20 hours later! The result, one whole day wasted. At departure in Cape Town we were told they had no fragile stickers, my husband and I were put in separate seating areas, despite purchasing the tickets simultaneously, using one card. they managed to sort that out as we boarded.The plane was old and dirty too! The mistake and lack of acknowledgement is 930 AED and 20 hours wasted. Eventually we got hold of the Kenya Airways office at Dubai airport, who organized with Emirates to bring our suitcases with their next flight which lands at 10.30 tonight, so here we wait! I will never recommend Kenya to any of our expat friends who travel this flight on a regular basis.",2018-01-09,186,True,trip verified we arrived in dubai and searched for our baggage for hours got sent from pillar to post until we were eventually sent to the baggage claims dept only to be told there wasn t enough time to put our baggage suitcases on the plane in nairobi so it was left behind but it would arrive the following day at am hours later the result one whole day wasted at departure in cape town we were told they had no fragile stickers my husband and i were put in separate seating areas despite purchasing the tickets simultaneously using one card they managed to sort that out as we boarded the plane was old and dirty too the mistake and lack of acknowledgement is aed and hours wasted eventually we got hold of the kenya airways office at dubai airport who organized with emirates to bring our suitcases with their next flight which lands at tonight so here we wait i will never recommend kenya to any of our expat friends who travel this flight on a regular basis,-0.967,negative
256,"Dakar to Johannesburg via Nairobi. A colleague and I were booked to travel from Dakar to Nairobi and from Nairobi to Johannesburg. The point of taking this route was to get to Johannesburg before noon on Saturday 9th in order to attend to other commitments there. Kenya Airways seemed the most convenient for our requirements, there was a two hour plus gap between the scheduled arrival time of KQ513 and the departure time of KQ760 - so none of us could have imagined the nightmare that awaited us at the Kenya Airways hub in Nairobi!  Due to a 2hour 15 minute (or longer) delay of the departure of KQ513 from Dakar, we barely made it on time for our connecting flight. There was no ground staff available to assist us get to the connecting flight. The ground staff at the gate were quick to gleefully tell us that we had been off-loaded from flight KQ760 to Johannesburg.  They were there to block not to facilitate passengers. Following desperate pleas, they decided to board the business class passengers and not economy class - thus separating my colleague and I. When I pleaded on my colleague's behalf I was told that not enough meals were loaded into the economy class cabin! If passengers are late due to a Kenyan Airways delay (and no fault of their own) ground staff should meet the passengers and escort them to the connecting flight if it is still on the ground. In the event that the flight is over-booked tell passengers the truth than use an excuse as pathetic as the one that was given by ground staff. ",2017-12-29,276,True,trip verified dakar to johannesburg via nairobi a colleague and i were booked to travel from dakar to nairobi and from nairobi to johannesburg the point of taking this route was to get to johannesburg before noon on saturday th in order to attend to other commitments there kenya airways seemed the most convenient for our requirements there was a two hour plus gap between the scheduled arrival time of kq and the departure time of kq so none of us could have imagined the nightmare that awaited us at the kenya airways hub in nairobi due to a hour minute or longer delay of the departure of kq from dakar we barely made it on time for our connecting flight there was no ground staff available to assist us get to the connecting flight the ground staff at the gate were quick to gleefully tell us that we had been off loaded from flight kq to johannesburg they were there to block not to facilitate passengers following desperate pleas they decided to board the business class passengers and not economy class thus separating my colleague and i when i pleaded on my colleague s behalf i was told that not enough meals were loaded into the economy class cabin if passengers are late due to a kenyan airways delay and no fault of their own ground staff should meet the passengers and escort them to the connecting flight if it is still on the ground in the event that the flight is over booked tell passengers the truth than use an excuse as pathetic as the one that was given by ground staff,-0.9449,negative
257,"Johannesburg to Addis Ababa via Nairobi. Upon arrival in Addis Ababa, I collected my suitcase - only to find that it had been terribly damaged. What’s more is that I paid extra to have the bag wrapped in South Africa. I immediately went to the baggage help desk, where I was given a reference number and told that I would be contacted. For the entire stay in Ethiopia, I was not contacted by Kenya Airways. When I returned to South Africa, I emailed the airline asking for an update. I was referred to someone else and have still not been helped! Truly disappointed in this bad service.",2017-12-27,111,True,trip verified johannesburg to addis ababa via nairobi upon arrival in addis ababa i collected my suitcase only to find that it had been terribly damaged what s more is that i paid extra to have the bag wrapped in south africa i immediately went to the baggage help desk where i was given a reference number and told that i would be contacted for the entire stay in ethiopia i was not contacted by kenya airways when i returned to south africa i emailed the airline asking for an update i was referred to someone else and have still not been helped truly disappointed in this bad service,-0.9152,negative
258,"Average to very poor experience. They lost my baggage and still have not provided any update or response to my several enquiries to date. I was on their flight from Dakar to Lusaka (and later to Heathrow and back to Dakar). I flew out on 4th November, arrived in Lusaka on the 5th. The bag did not arrive. I made a formal report immediately at the airport. I had to follow up severally with them. No one ever got in touch with me to give any feedback. On my way to Nairobi (and in Nairobi) I was able to get hold of a representative. I was asked to fill a claim form on the 11th of November and assured that they will get back to me within 28 days. I did everything they asked me to do. I heard nothing back from them - not at any point. I called today (12th of December) and was told my file had been ""closed"" and it is assumed the matter was resolved. I have asked that I need a resolution. I have not experienced such poor service anywhere. Never fly them if you have an alternative.",2017-12-13,198,True,trip verified average to very poor experience they lost my baggage and still have not provided any update or response to my several enquiries to date i was on their flight from dakar to lusaka and later to heathrow and back to dakar i flew out on th november arrived in lusaka on the th the bag did not arrive i made a formal report immediately at the airport i had to follow up severally with them no one ever got in touch with me to give any feedback on my way to nairobi and in nairobi i was able to get hold of a representative i was asked to fill a claim form on the th of november and assured that they will get back to me within days i did everything they asked me to do i heard nothing back from them not at any point i called today th of december and was told my file had been closed and it is assumed the matter was resolved i have asked that i need a resolution i have not experienced such poor service anywhere never fly them if you have an alternative,-0.7897,negative
259,We travelled Business class from London to Cape Town via Nairobi and Kenya Airways lost our bags! We have spent our entire last 2 days trying to get this sorted with Kenya Airways and the Customer Service representatives cannot be bothered. We have been directed round and around in circles. Never would we pay to fly with them again!,2017-12-13,63,True,trip verified we travelled business class from london to cape town via nairobi and kenya airways lost our bags we have spent our entire last days trying to get this sorted with kenya airways and the customer service representatives cannot be bothered we have been directed round and around in circles never would we pay to fly with them again,-0.1596,negative
260,"Dar Es salaam to Bangkok via Nairobi. I had the worst experience with Kenya Airways. My flight got canceled for 7hrs, they provided us with accommodation in Nairobi. However, one of the staff at the airport in Nairobi told me Kenya Airways isn’t responsible for my ticket from Bangkok to Phuket  because it was domestic flight I was meant to use Thai Airways ). It was their fault that my ticket from Bangkok to Phuket went to waste yet they told me I have to pay for my own expenses.  I am more than disappointed with this flight. I won’t recommend to use it if you have a connecting flight from Nairobi. They do not take responsibility when it comes to such big matters. ",2017-12-07,128,True,trip verified dar es salaam to bangkok via nairobi i had the worst experience with kenya airways my flight got canceled for hrs they provided us with accommodation in nairobi however one of the staff at the airport in nairobi told me kenya airways isn t responsible for my ticket from bangkok to phuket because it was domestic flight i was meant to use thai airways it was their fault that my ticket from bangkok to phuket went to waste yet they told me i have to pay for my own expenses i am more than disappointed with this flight i won t recommend to use it if you have a connecting flight from nairobi they do not take responsibility when it comes to such big matters,-0.8583,negative
261,"✅ Verified Review |  Mumbai to Khartoum via Nairobi. Kenya Airways is not bad. Flights are in time, but found some cabin crew not fully experienced. Food and beverages are acceptable. But lack of option and choice of service for the last seated passengers. Inflight entertainment is okay but not updated.",2017-10-31,51,False,verified review mumbai to khartoum via nairobi kenya airways is not bad flights are in time but found some cabin crew not fully experienced food and beverages are acceptable but lack of option and choice of service for the last seated passengers inflight entertainment is okay but not updated,0.7891,positive
262,"✅ Verified Review |  Nairobi to Amsterdam. The announcement about boarding times were clear during the waiting period. Boarding gates opened early enough. It was easy to locate the gates as the airport is clearly marked and well lit. The Boeing B787-8 is new, even though the seat i had was somehow uncomfortable but with adequate leg room nevertheless. The cabin crew were quite welcoming and wore a welcoming smile. The aircraft left on time. Once airborne we were served snacks, then a tasty meal followed including options of drinks, no sooner had we settled for a nab another round of snacks came along, then a meal. It was an endless supply of food by an efficient cabin crew. We landed at Amsterdam on time.  I recommend this airline.",2017-10-17,129,False,verified review nairobi to amsterdam the announcement about boarding times were clear during the waiting period boarding gates opened early enough it was easy to locate the gates as the airport is clearly marked and well lit the boeing b is new even though the seat i had was somehow uncomfortable but with adequate leg room nevertheless the cabin crew were quite welcoming and wore a welcoming smile the aircraft left on time once airborne we were served snacks then a tasty meal followed including options of drinks no sooner had we settled for a nab another round of snacks came along then a meal it was an endless supply of food by an efficient cabin crew we landed at amsterdam on time i recommend this airline,0.9708,positive
263,"✅ Verified Review |  Dar es Salaam to Bangkok via Nairobi. It is obvious why this airline is in deep financial trouble. None of the payment methods on their website work - we tried several different credit cards from different banks from accounts in different countries (including East Africa) and none of them worked. Flights need to be paid for (with an additional fee - they will not waive it even though their website has payment issues) over the phone or through third-party websites. We needed to change our business class tickets to the next day due to unforseeable changes. Although their website says you can do this online, you can't. Again, it wouldn't take any payment method even when we did a 3 way call between our banks and the airline. Their solution was to write an email to their tech department. All of the flight options the website showed were different from what the Kenya Airways representative could see on their end. All of the flight options the representative could see were hundreds of dollars more than what was being shown to us on their website. After several hours (12pm until 7pm) and dropped calls later, they finally booked us a ticket that ended up costing us significantly more and we ended up losing our business class seats. We couldn't pay over the phone and so we were told we could pay at the airport at no extra charge. Upon reaching the airport, the ticketing agent charged us even more than the price on the emailed ticked we had. She refused to call the manager and told us we could either pay the extra money or not get on the flight. Once finally reaching our destination, we tried reaching out to Kenya Airways several times to share our poor experience, hoping they would do something about it to avoid losing our business in the future as we fly into East Africa often to vist family & friends. Instead, we were met with a generic email replies telling us they were ""looking into the situation."" This airline and their customer service is a disappointment. Unfortunately they have a monopoly over the East African region, offering the only choice to fly between major cities. If you are flying into the area from outside of East Africa, there are plenty of other airlines based in the middle east, South Africa, and other continents which are far more reputable.",2017-10-11,407,False,verified review dar es salaam to bangkok via nairobi it is obvious why this airline is in deep financial trouble none of the payment methods on their website work we tried several different credit cards from different banks from accounts in different countries including east africa and none of them worked flights need to be paid for with an additional fee they will not waive it even though their website has payment issues over the phone or through third party websites we needed to change our business class tickets to the next day due to unforseeable changes although their website says you can do this online you can t again it wouldn t take any payment method even when we did a way call between our banks and the airline their solution was to write an email to their tech department all of the flight options the website showed were different from what the kenya airways representative could see on their end all of the flight options the representative could see were hundreds of dollars more than what was being shown to us on their website after several hours pm until pm and dropped calls later they finally booked us a ticket that ended up costing us significantly more and we ended up losing our business class seats we couldn t pay over the phone and so we were told we could pay at the airport at no extra charge upon reaching the airport the ticketing agent charged us even more than the price on the emailed ticked we had she refused to call the manager and told us we could either pay the extra money or not get on the flight once finally reaching our destination we tried reaching out to kenya airways several times to share our poor experience hoping they would do something about it to avoid losing our business in the future as we fly into east africa often to vist family friends instead we were met with a generic email replies telling us they were looking into the situation this airline and their customer service is a disappointment unfortunately they have a monopoly over the east african region offering the only choice to fly between major cities if you are flying into the area from outside of east africa there are plenty of other airlines based in the middle east south africa and other continents which are far more reputable,-0.823,negative
264,"✅ Verified Review |  Zanzibar to Johannesburg via Nairobi, we were told that due to overbooking, we must take a later flight about 4 hours. They always overbook a flight so we were the unlucky ones who have to take a flight four hours later, with zero consideration for the inconvenience caused. There will be no compensation as they booked us on SAA (this again was our fault). We insisted on lunch, which was a burger only because Kenyan Airways policy does not buy sides. We were informed our luggage was on the SAA flight, after 30 minutes of waiting we realised that our luggage has not arrived with us. After numerous queries we managed to locate our luggage (Thanks to helpful staff at OR Tambo). As the lady at the counter said that we must actually be thankful that our luggage has arrived. The staff at Kenyan Airways was unhelpful and made as though everything was our fault. I will never fly Kenya Airways again.",2017-10-04,166,False,verified review zanzibar to johannesburg via nairobi we were told that due to overbooking we must take a later flight about hours they always overbook a flight so we were the unlucky ones who have to take a flight four hours later with zero consideration for the inconvenience caused there will be no compensation as they booked us on saa this again was our fault we insisted on lunch which was a burger only because kenyan airways policy does not buy sides we were informed our luggage was on the saa flight after minutes of waiting we realised that our luggage has not arrived with us after numerous queries we managed to locate our luggage thanks to helpful staff at or tambo as the lady at the counter said that we must actually be thankful that our luggage has arrived the staff at kenyan airways was unhelpful and made as though everything was our fault i will never fly kenya airways again,0.0258,positive
265,"✅ Verified Review |  London to Dar es Salaam via Nairobi. Heathrow to Nairobi was full, had an aisle seat, but cushion was well worn. Evening meal served by efficient cabin crew. Meal and breakfast was better than on some better known airlines. Nairobi to Dar es Salaam on Embraer 190 was a pleasant flight, comfortable leather seats and another breakfast. Flight was on time. Return flight from Dar es Salaam scheduled for 3.45 am which was a bit inconvenient, but get to the departure gate in good time - this flight left 15 minutes early as all passengers had boarded. Aircraft was clean, breakfast was served. Cabin crew efficient. At Nairobi there is a scheduled 4 hour wait for the flight to Heathrow. Again aircraft was on time and nearly full. Yet another breakfast, this time a full meal with three choices - omelette, sausage or vegetarian. Cabin crew efficient and worked smoothly and without fuss. Had an aisle seat next to the exit door, plenty of legroom and a comfortable flight. Maybe they could have done a couple of water runs as it is a long flight. Arrived on time but had to stack as airport was busy. I have used Kenya Airways before this year. They are worth considering and are a cut above some of the UK competitors in terms of food and comfort.",2017-09-27,228,False,verified review london to dar es salaam via nairobi heathrow to nairobi was full had an aisle seat but cushion was well worn evening meal served by efficient cabin crew meal and breakfast was better than on some better known airlines nairobi to dar es salaam on embraer was a pleasant flight comfortable leather seats and another breakfast flight was on time return flight from dar es salaam scheduled for am which was a bit inconvenient but get to the departure gate in good time this flight left minutes early as all passengers had boarded aircraft was clean breakfast was served cabin crew efficient at nairobi there is a scheduled hour wait for the flight to heathrow again aircraft was on time and nearly full yet another breakfast this time a full meal with three choices omelette sausage or vegetarian cabin crew efficient and worked smoothly and without fuss had an aisle seat next to the exit door plenty of legroom and a comfortable flight maybe they could have done a couple of water runs as it is a long flight arrived on time but had to stack as airport was busy i have used kenya airways before this year they are worth considering and are a cut above some of the uk competitors in terms of food and comfort,0.9913,positive
266,"✅ Verified Review |  Dar es Salaam to Mahe via Nairobi at a very reasonable price. I was surprised (and a little nervous) that my connection in Nairobi was only 50 minutes - what could possibly go wrong? - but on the day, everything went like clockwork. The first flight was in an Embraer, very comfortable and even had USB ports. Nice light breakfast served. Magnificent views of Kilimanjaro on this route (left side, but I imagine this could vary). Departed and arrived on time, found my new gate relatively easily and with plenty of time to explore the severely overpriced airport food outlets. Not that I needed to eat, the next flight provided lunch which was tasty. Full selection of movies on this flight also. All round, an excellent experience.",2017-09-27,131,False,verified review dar es salaam to mahe via nairobi at a very reasonable price i was surprised and a little nervous that my connection in nairobi was only minutes what could possibly go wrong but on the day everything went like clockwork the first flight was in an embraer very comfortable and even had usb ports nice light breakfast served magnificent views of kilimanjaro on this route left side but i imagine this could vary departed and arrived on time found my new gate relatively easily and with plenty of time to explore the severely overpriced airport food outlets not that i needed to eat the next flight provided lunch which was tasty full selection of movies on this flight also all round an excellent experience,0.971,positive
267,"✅ Verified Review |  London to Nairobi. The aircraft was a fairly new Boeing 787. I cannot fault the crew, aircraft cleanliness, seat comfort and pitch all were fine on an Economy Cabin flight.  My onboard entertainment system did not function on either the outbound or inbound flights on the London Nairobi flights. the sound accompanying films was inaudible on both the airline provided headsets and my noise cancelling headphones. This is a problem experienced by at least 30 passengers on each flight. And anecdotally according to another passenger a common problem on their flights.",2017-09-06,95,False,verified review london to nairobi the aircraft was a fairly new boeing i cannot fault the crew aircraft cleanliness seat comfort and pitch all were fine on an economy cabin flight my onboard entertainment system did not function on either the outbound or inbound flights on the london nairobi flights the sound accompanying films was inaudible on both the airline provided headsets and my noise cancelling headphones this is a problem experienced by at least passengers on each flight and anecdotally according to another passenger a common problem on their flights,0.2865,positive
268,"✅ Verified Review |  Nairobi to Paris. We were in the lounge when an announcement was made the flight was delayed. The next thing we knew we were called to ""final boarding"". Arrived at the gate to confusion. Once we were boarded the confusion continued. Lots of chatting among staff at the doors for about 20 minutes. During that time there was no attempt to serve the business class passengers. It was a long flight. No water bottles provided which is fine because we like to try and keep things environmentally friendly but also had to ask repeatedly for glasses of water. Had to help ourselves to pillows and blankets from a bin. They ran out of 2 of the 3 choices of breakfast by row 4 in business class. The USB charger in my seat didn't work. My headphones made a loud screeching noise if I turned my head. My seat wouldn't fully recline. During take off and landing our attendant kicked off her shoes and slept. She was probably the only one on the flight that did catch a comfortable sleep. We've flown business class often and if we ever are forced to fly Kenya Air again, we'll choose economy class because it felt like that anyway.",2017-09-04,209,False,verified review nairobi to paris we were in the lounge when an announcement was made the flight was delayed the next thing we knew we were called to final boarding arrived at the gate to confusion once we were boarded the confusion continued lots of chatting among staff at the doors for about minutes during that time there was no attempt to serve the business class passengers it was a long flight no water bottles provided which is fine because we like to try and keep things environmentally friendly but also had to ask repeatedly for glasses of water had to help ourselves to pillows and blankets from a bin they ran out of of the choices of breakfast by row in business class the usb charger in my seat didn t work my headphones made a loud screeching noise if i turned my head my seat wouldn t fully recline during take off and landing our attendant kicked off her shoes and slept she was probably the only one on the flight that did catch a comfortable sleep we ve flown business class often and if we ever are forced to fly kenya air again we ll choose economy class because it felt like that anyway,0.7684,positive
269,"✅ Verified Review |  Nairobi to Dar es Salaam. This airline is in deep financial crisis and flights are unreliable. Airline management and customer service is very poor quality. The aircraft seem to be in reasonable condition and the crew also seem OK, the problem is the rest of it. Prices are high. Unfortunately the more or less have a regional monopoly so those of us who are forced to use them frequently have expensive frustrations. When there is a problem they are simply not interested. If you have a choice, choose the alternative!",2017-09-04,94,False,verified review nairobi to dar es salaam this airline is in deep financial crisis and flights are unreliable airline management and customer service is very poor quality the aircraft seem to be in reasonable condition and the crew also seem ok the problem is the rest of it prices are high unfortunately the more or less have a regional monopoly so those of us who are forced to use them frequently have expensive frustrations when there is a problem they are simply not interested if you have a choice choose the alternative,-0.9634,negative
270,"✅ Verified Review |  We bought a return flight between Guangzhou and Nairobi, while from Guangzhou to Nairobi is via Hanoi and from Nairobi to Guangzhou is via Bangkok. When we were checking in just now for our flight back to Guangzhou, we confirmed our destination with the staff, but they still gave us boarding passes which said from Nairobi to Bangkok. But for my asking the airline desk later when we got into the waiting area, we wouldn't even know that we still need boarding passes from Bangkok to Guangzhou and things would be even more troublesome if I hadn't asked. Never seen a via flight that requires 2 boarding passes for a person, each for a sector of the flight! When we flew from Guangzhou to Nairobi, it was only one boarding pass per person. More bizarrely, we are placed in different seats these two sectors, which means we will still have to change seats when we arrive in Bangkok! Moreover, flight service is mediocre. Avoid at all cost.",2017-07-21,171,False,verified review we bought a return flight between guangzhou and nairobi while from guangzhou to nairobi is via hanoi and from nairobi to guangzhou is via bangkok when we were checking in just now for our flight back to guangzhou we confirmed our destination with the staff but they still gave us boarding passes which said from nairobi to bangkok but for my asking the airline desk later when we got into the waiting area we wouldn t even know that we still need boarding passes from bangkok to guangzhou and things would be even more troublesome if i hadn t asked never seen a via flight that requires boarding passes for a person each for a sector of the flight when we flew from guangzhou to nairobi it was only one boarding pass per person more bizarrely we are placed in different seats these two sectors which means we will still have to change seats when we arrive in bangkok moreover flight service is mediocre avoid at all cost,-0.8509,negative
271,✅ Verified Review |  Johannesburg to Bangkok via Nairobi.  Johannesburg to Nairobi the staff were rude and you felt like you were the one being inconsiderate when asking for any help. The flight was ok just the cabin crew were unfriendly and unapproachable. The second flight was from Nairobi to Bangkok and experienced the same issues with the cabin crew except this time after pressing for assistance as they missed us for documentation that needed filling they never came so I pressed for assistance again and no one came - so clicked it again and a flight attendant came storming down the isle and yelled at us to the point where we could not speak because she was busy telling us off for clicking the button more then once. Two horrible encounters with Kenya Airways and would not recommend this airline.,2017-07-21,141,False,verified review johannesburg to bangkok via nairobi johannesburg to nairobi the staff were rude and you felt like you were the one being inconsiderate when asking for any help the flight was ok just the cabin crew were unfriendly and unapproachable the second flight was from nairobi to bangkok and experienced the same issues with the cabin crew except this time after pressing for assistance as they missed us for documentation that needed filling they never came so i pressed for assistance again and no one came so clicked it again and a flight attendant came storming down the isle and yelled at us to the point where we could not speak because she was busy telling us off for clicking the button more then once two horrible encounters with kenya airways and would not recommend this airline,-0.8753,negative
272,✅ Verified Review |  Took a flight from Johannesburg to London (via Nairobi) and a return from Amsterdam to Johannesburg (via Nairobi). I was pleasantly surprised by the airline and staff members. All flights departed on-time and arrivals were ahead of schedule. What the airline lacked was made up for by helpful crew members. I would fly with the airline again.,2017-07-17,61,False,verified review took a flight from johannesburg to london via nairobi and a return from amsterdam to johannesburg via nairobi i was pleasantly surprised by the airline and staff members all flights departed on time and arrivals were ahead of schedule what the airline lacked was made up for by helpful crew members i would fly with the airline again,0.7783,positive
273,"✅ Verified Review |  Johannesburg - Nairobi - Johannesburg outbound 25 June 2017, inbound 1 July 2017. Was on B787-8 for the first time. Very nice aircraft indeed and great leg room. FA's were great on both routes. On the outbound flight before we left the terminal we were served water and soda and towels. Snacks served as soon as the seat belt were off and lunch not long after. The FA's were very busy the whole flight, approx. 3.30 hrs. Return was much the same. Food was average airline but edible. Entertainment not fantastic but suitable for this flight. This is the second time I have used Kenya Airways and they are really very good. Will recommend.",2017-07-05,118,False,verified review johannesburg nairobi johannesburg outbound june inbound july was on b for the first time very nice aircraft indeed and great leg room fa s were great on both routes on the outbound flight before we left the terminal we were served water and soda and towels snacks served as soon as the seat belt were off and lunch not long after the fa s were very busy the whole flight approx hrs return was much the same food was average airline but edible entertainment not fantastic but suitable for this flight this is the second time i have used kenya airways and they are really very good will recommend,0.9362,positive
274,"✅ Verified Review |  Hanoi to Johannesburg via Nairobi. We had the misfortune of experiencing 'the pride of Africa' on our honeymoon to Vietnam in April 2017. Our negative and unpleasant experience with Kenya Airways culminated in the loss of my wife's luggage upon arrival in Johannesburg. After numerous phone calls and emails, absolutely nothing was done to locate this luggage and eventually the airline merely admitted that it was untraceable. None of our calls were ever returned, we received differing stories of the bag not being loaded first in Hanoi and then in Nairobi. It became quite obvious from the outset that the airline did not care about this problem and could not be bothered to help us. The flight experience was unprofessional, tardy, and disrespectful towards the passengers. Traveling between Hanoi and Nairobi felt like the passengers were alone on the flight and when the air hostess staff were visible, they were sullen, impatient and obviously cared very little for the wellbeing and comfort of the passengers on board. Upon boarding the flight in Hanoi, we were not greeted by a single staff member. Passengers were sleeping in incorrect seats and no air hostess could be found to assist us. Food was served with an air of contempt and annoyance. The hot breakfast consisted of a stale croissant and fruit. Drinks were served once on the flight. Trays took more than an hour to be cleared. An all round ghastly experience hopefully not to ever be repeated. We arrived home from an amazing honeymoon with a bitter taste in our mouths and one less bag. Stay away - not worth the lower cost at all.",2017-04-30,277,False,verified review hanoi to johannesburg via nairobi we had the misfortune of experiencing the pride of africa on our honeymoon to vietnam in april our negative and unpleasant experience with kenya airways culminated in the loss of my wife s luggage upon arrival in johannesburg after numerous phone calls and emails absolutely nothing was done to locate this luggage and eventually the airline merely admitted that it was untraceable none of our calls were ever returned we received differing stories of the bag not being loaded first in hanoi and then in nairobi it became quite obvious from the outset that the airline did not care about this problem and could not be bothered to help us the flight experience was unprofessional tardy and disrespectful towards the passengers traveling between hanoi and nairobi felt like the passengers were alone on the flight and when the air hostess staff were visible they were sullen impatient and obviously cared very little for the wellbeing and comfort of the passengers on board upon boarding the flight in hanoi we were not greeted by a single staff member passengers were sleeping in incorrect seats and no air hostess could be found to assist us food was served with an air of contempt and annoyance the hot breakfast consisted of a stale croissant and fruit drinks were served once on the flight trays took more than an hour to be cleared an all round ghastly experience hopefully not to ever be repeated we arrived home from an amazing honeymoon with a bitter taste in our mouths and one less bag stay away not worth the lower cost at all,-0.921,negative
275,"✅ Verified Review |  Lubumbashi to Nairobi. As bad as Lubumbashi is as Airport, as great was the service by the Kenya Airways ground crew. I could check my baggage all the way through to Zurich and received all boarding Passes even as I switched from Skyteam to Star Alliance. The whole check in procedure took only 5 minutes. The flight was very good, with comfortable seats, good food and great red wine. Staff was super friendly",2017-04-29,77,False,verified review lubumbashi to nairobi as bad as lubumbashi is as airport as great was the service by the kenya airways ground crew i could check my baggage all the way through to zurich and received all boarding passes even as i switched from skyteam to star alliance the whole check in procedure took only minutes the flight was very good with comfortable seats good food and great red wine staff was super friendly,0.9711,positive
276,"✅ Verified Review |  Amsterdam to Johannesburg via Nairobi. Clean airplanes, welcoming crew. Departures on time. Service onboard was efficient and friendly. Catering just enough, portions rather small but tasteful. In-flight entertainment poor as well as the quality and availability of working head-sets. Good first experience, though still not to compare with the Middle East carriers.",2017-04-19,56,False,verified review amsterdam to johannesburg via nairobi clean airplanes welcoming crew departures on time service onboard was efficient and friendly catering just enough portions rather small but tasteful in flight entertainment poor as well as the quality and availability of working head sets good first experience though still not to compare with the middle east carriers,0.8968,positive
277,"✅ Verified Review |  Johannesburg to Mombasa via Nairobi. Due to technical issues with the original airline, we were rebooked on Kenya Airways. Boeing 787 was in in mint condition. Warmly welcomed by the purser and shown to our seats. The business class is called Premium World and seats in a 2-2-2 configuration with fully reclining seats. Offered a welcome drink and introduced to staff who would look after us personally. Warm towels followed by a review of the menu and wine list by the stewardess. Flight left on time and was smooth. Seat was comfortable and I managed a good hour nap laying flat. Luncheon included an amuse bouche, followed by a salad and two options for main. I opted for the steak which was slightly over done but still yummy. My fellow traveller tasted the wines and he loved the selection of South African wines. The service was personal, friendly and warm. Not too much or too fawning. The Kenyan coffee was a lovely surprise! My one complaint is that the in flight entertainment isn't up to the level of Emirates but I have encountered few airlines that have matched that. Landing on time and we had priority lane through immigration. Shorter flight was on an Embraer E190. First time flying this aircraft and what a little delight! Similar warm service with good humour. Definitely recommend.",2017-04-19,228,False,verified review johannesburg to mombasa via nairobi due to technical issues with the original airline we were rebooked on kenya airways boeing was in in mint condition warmly welcomed by the purser and shown to our seats the business class is called premium world and seats in a configuration with fully reclining seats offered a welcome drink and introduced to staff who would look after us personally warm towels followed by a review of the menu and wine list by the stewardess flight left on time and was smooth seat was comfortable and i managed a good hour nap laying flat luncheon included an amuse bouche followed by a salad and two options for main i opted for the steak which was slightly over done but still yummy my fellow traveller tasted the wines and he loved the selection of south african wines the service was personal friendly and warm not too much or too fawning the kenyan coffee was a lovely surprise my one complaint is that the in flight entertainment isn t up to the level of emirates but i have encountered few airlines that have matched that landing on time and we had priority lane through immigration shorter flight was on an embraer e first time flying this aircraft and what a little delight similar warm service with good humour definitely recommend,0.9959,positive
